signal_id,sample_code,scs_label,Ignition_Temp,Spectral Centroid,SNR_raw,Spectral Bandwidth 5,Spectral Entropy 4,Spectral Centroid 3,Kurtosis,RMS value,Absorption Proxy,P2P,Wave Energy 3,Acoustic Velocity,Peak Time,Spectral Centroid 2,Dominant Frequency 1 peak,Spectral Bandwidth 3,Wave Entropy,P2P-TDB3,Peak Duration,Spectral Centroid 4,Dominant Frequency 2 peak
Moderate_C6_P2_05,C6,Moderate,346.884,4.464143340921539,24.449746900654898,0.07962082458224977,0.7748568715501444,0.7062273392607235,294.9761588816209,0.0023332841107303404,0.00443547048188591,0.00550345698987595,4.3855584890154093e-11,1428.5714285714287,4.2e-06,0.5146564209407963,0.2679938744257274,0.0475126603939689,0.9150719867043476,8.492545198567376e-05,9.043505855114846e-07,0.9291449520154687,0.5359877488514548
Moderate_C6_P2_06,C6,Moderate,346.884,4.379643535551557,23.82897683377039,0.07942833163979209,0.7650053820588457,0.7043569850745527,293.04855268788344,0.0023667000560149143,0.00446051199582394,0.00544970120662229,3.796905941133676e-11,1435.4066985645934,4.18e-06,0.5104123350027437,0.22970903522205205,0.05098321876775691,0.9179420735247819,5.228533565995004e-05,9.382134324923428e-07,0.9263204075279808,0.5359877488514548
Moderate_C6_P2_07,C6,Moderate,346.884,4.3959001496096715,22.780284126589105,0.08084749451312262,0.7793030677289932,0.7035772685745272,283.5099794838718,0.002390040969579898,0.00454632091691829,0.00551781412453376,4.4370615343656984e-11,1435.4066985645934,4.18e-06,0.5048410110205716,0.22970903522205205,0.05009804101098823,0.9143135880192772,6.676189427601517e-05,9.29608922907899e-07,0.9276600957815401,0.5359877488514548
Moderate_C6_P2_08,C6,Moderate,346.884,4.379366630464664,23.31863348057805,0.0803032616538966,0.7960472882133898,0.701958330825046,292.4556303041326,0.002419875459079797,0.00451693887389766,0.00551814801138626,4.1794833481012205e-11,1408.4507042253522,4.26e-06,0.5091108738118395,0.22970903522205205,0.0515201463239299,0.9168527480007281,7.49234884491083e-05,9.587183788014297e-07,0.9250968810509971,0.5359877488514548
Moderate_C6_P2_09,C6,Moderate,346.884,4.343017339322841,25.514578658592775,0.07844616184275335,0.7918425706952583,0.7087539502433728,288.2275852757123,0.002437844946841288,0.0045700268834463,0.005521486879911337,4.735301627826587e-11,1435.4066985645934,4.18e-06,0.5105868009071819,0.2679938744257274,0.04653272203848862,0.9119291092498768,6.170033491979013e-05,9.277497610417744e-07,0.9234542034590809,0.5359877488514548
Moderate_C6_P2_10,C6,Moderate,346.884,4.365103729257069,24.898061473903127,0.07721479241189462,0.7826734163325693,0.7055834713046785,291.66283624451694,0.0024094995073587295,0.00452294883724279,0.005485093212988058,4.2483458115404876e-11,1435.4066985645934,4.18e-06,0.5137119444699161,0.2679938744257274,0.049152969879074755,0.9157409778235401,7.915965411121713e-05,8.117082890724938e-07,0.9249495967045174,0.5359877488514548
Moderate_C6_P3_01,C6,Moderate,346.884,4.304211735976635,23.434695120896286,0.0640619519820404,0.8092217904118305,0.6559024054038848,281.46349569770285,0.0024461852356205743,0.00456301525954365,0.005440018487899584,1.2582684035628676e-11,1694.915254237288,3.54e-06,0.5020918476493438,0.22970903522205205,0.040391579046116975,0.9082704623364684,6.356359073107715e-05,9.207743403216229e-07,0.8984707284587923,0.5359877488514548
Moderate_C6_P3_02,C6,Moderate,346.884,4.396963672932823,23.9342594209413,0.06308326395106059,0.8176298903992195,0.65607243506745,294.53332963183317,0.0023723365727160847,0.00446919305398912,0.005466395549247642,1.2278321290179121e-11,1685.3932584269664,3.56e-06,0.4914437879591423,0.22970903522205205,0.039984476897897574,0.9142985639273379,5.624253079700381e-05,8.978530954696236e-07,0.9005646804910847,0.49770290964777947
Moderate_C6_P3_03,C6,Moderate,346.884,4.385702017388438,23.22722005361458,0.06478403146977826,0.82040189445434,0.6601330139024049,308.44766522242696,0.002395623956689575,0.00453062823485045,0.005526161295846437,1.5946187835576492e-11,1694.915254237288,3.54e-06,0.4989140622970995,0.22970903522205205,0.04021017918551613,0.9210451310682602,5.0933414593654284e-05,9.256104798399277e-07,0.8963202721890143,0.49770290964777947
Moderate_C6_P3_04,C6,Moderate,346.884,4.337884253519712,23.451037641879754,0.06351621195183585,0.8067907931528504,0.6620505081432779,285.55833416054935,0.002428714990906775,0.00457737239420145,0.005500118121350869,1.520311312200204e-11,1694.915254237288,3.54e-06,0.49683155374355664,0.22970903522205205,0.04450403433398105,0.9143803786944807,6.125764782975504e-05,9.756809295157774e-07,0.8954763880470211,0.49770290964777947
Moderate_C6_P3_05,C6,Moderate,346.884,4.258721167051861,22.61742767729812,0.06325843910030987,0.8005074060792043,0.6586741998080297,279.76983250371177,0.0024904962019943267,0.00465550191768814,0.005557212773129607,1.4862537440198382e-11,1694.915254237288,3.54e-06,0.4917102757774868,0.22970903522205205,0.04421376156608762,0.9085258529504202,5.4509363536630144e-05,1.7577825270287815e-06,0.8934517793620202,0.49770290964777947
Moderate_C6_P3_06,C6,Moderate,346.884,4.304757913708434,23.926025340916503,0.06317537102270959,0.8301180609450626,0.657961208757986,286.96302174258614,0.0025170581882695553,0.00468755505552882,0.005588932024117779,1.456483222807001e-11,1694.915254237288,3.54e-06,0.49930204658039573,0.22970903522205205,0.04090295944539578,0.9092905375638138,7.289513747716267e-05,1.017717524858961e-06,0.8964242126256308,0.49770290964777947
Moderate_C6_P3_07,C6,Moderate,346.884,4.256850566061672,22.707009998541693,0.06339111442684416,0.8070618780799013,0.6624002818386362,300.1488983019972,0.002498086656976258,0.00463747202765274,0.005528498503813976,1.2804726955904427e-11,1694.915254237288,3.54e-06,0.4949850289462367,0.30627871362940273,0.04408356666058617,0.9189439705796407,5.26323039217323e-05,9.795184887321057e-07,0.8965835500313815,0.42113323124042873
Moderate_C6_P3_08,C6,Moderate,346.884,4.2844451228120475,22.479456204745503,0.06450125351700929,0.8233528886078232,0.6503680675773482,293.5422926299568,0.0024843974958720684,0.00463446704598018,0.0055328390328965756,1.3707883610815529e-11,1694.915254237288,3.54e-06,0.4980080736180447,0.22970903522205205,0.03442744443685205,0.9138884985355582,7.583670690731933e-05,1.087789955897803e-06,0.8964581924000419,0.49770290964777947
Moderate_C6_P3_09,C6,Moderate,346.884,4.311572297810371,23.144316192901464,0.06399784346328433,0.8424629314788343,0.6540841814319948,299.58598377519246,0.0024558654942975246,0.00460208002128699,0.00554986726237445,1.3389581598524931e-11,1734.1040462427748,3.46e-06,0.4927765276869653,0.22970903522205205,0.03983683267090252,0.9176972617106003,7.277818071989452e-05,9.679410665914202e-07,0.8950814702057728,0.49770290964777947
Moderate_C6_P3_10,C6,Moderate,346.884,4.3090917474594175,24.17736717122887,0.06215206310602845,0.7843269933660786,0.6585734597844828,298.8909629547301,0.002476095334658803,0.00460675443722209,0.0055071297452535285,1.2662143506264495e-11,1657.4585635359117,3.62e-06,0.4930398285699417,0.22970903522205205,0.042567241282083466,0.915322246278339,5.08056811031122e-05,9.58329478720317e-07,0.8952709132292734,0.49770290964777947
Moderate_C6_P4_01,C6,Moderate,346.884,4.272472617929335,24.96236332346902,0.0719808294355773,0.842422958271687,0.6711731690993182,278.2270053792766,0.0024667989548799642,0.00458505179180912,0.005478749362790413,2.6430415107609296e-11,1621.6216216216217,3.7e-06,0.5113832642176415,0.30627871362940273,0.05757425359105294,0.9084091068856429,5.5440129987597005e-05,9.840021904534675e-07,0.8732626992312096,0.57427258805513
Moderate_C6_P4_05,C6,Moderate,346.884,4.385079243416563,24.81522078138482,0.07069117405682893,0.8472819019661313,0.6735676070968241,283.69526589368337,0.0024022282850162356,0.00456602024121621,0.005534174580306607,2.646408030558e-11,1621.6216216216217,3.7e-06,0.5153904116119071,0.22970903522205205,0.05935142985907921,0.9092243826203367,8.531181952047234e-05,9.386635500045724e-07,0.8743539502399027,0.57427258805513
Moderate_C6_P4_10,C6,Moderate,346.884,4.266419887917739,23.460398915568625,0.0738285290901186,0.8681846279122086,0.6701769538910475,285.4651191574883,0.002491609589983955,0.00463146206430762,0.005488432081513124,2.7629529216973228e-11,1621.6216216216217,3.7e-06,0.5104747748247958,0.22970903522205205,0.05791803502114938,0.9134984360553164,7.947347432469045e-05,1.0104614182229123e-06,0.8771216036530547,0.57427258805513
Moderate_C6_P5_01,C6,Moderate,346.884,4.280688493473221,24.03173426068232,0.06249964296090845,0.7935353209053382,0.6644782742002233,266.7487956550721,0.002486658316416304,0.00461409994797725,0.0054901015157756625,1.5425444374966583e-11,1775.147928994083,3.38e-06,0.5001146800323858,0.22970903522205205,0.04450823090769401,0.8985815204035594,9.985817357192431e-05,8.121376820702367e-07,0.9208689662998767,0.49770290964777947
Moderate_C6_P5_02,C6,Moderate,346.884,4.277526637029918,22.88533512123806,0.061561230984421345,0.7948048816685733,0.6656078795521428,266.5145869755938,0.0024920030375721967,0.00464982584119551,0.005548865601816918,1.6844469618329927e-11,1796.4071856287424,3.34e-06,0.4951028674112393,0.30627871362940273,0.044235243415857495,0.8949799225630526,7.448648846533493e-05,7.888334433368293e-07,0.9184651104343031,0.5359877488514548
Moderate_C6_P5_03,C6,Moderate,346.884,4.3067495513242005,24.902024455737294,0.06274750784692684,0.7913780155448356,0.6626334535275754,275.5913526240925,0.0024629333200562515,0.004602747794992,0.005506795858401017,1.3737045466847478e-11,1775.147928994083,3.38e-06,0.5006903933984923,0.22970903522205205,0.04561996879780206,0.9020624506748764,7.880865237589526e-05,8.408018871857851e-07,0.9210923977814527,0.49770290964777947
Moderate_C6_P5_04,C6,Moderate,346.884,4.2934543569957615,24.3888083966121,0.05883428075629273,0.7880473689331788,0.658833000028415,263.1845864212324,0.002484292475020886,0.00464114478303033,0.005526161295846437,1.6869644933941163e-11,1796.4071856287424,3.34e-06,0.49387754479339757,0.22970903522205205,0.03762954295737769,0.8936767670161849,6.934081800093081e-05,7.931824355399621e-07,0.9235488593305196,0.5359877488514548
Moderate_C6_P5_05,C6,Moderate,346.884,4.296549806075282,23.528502059349425,0.061907431511409323,0.8208815415861067,0.6615922230833186,268.6733439815186,0.002451072332076541,0.00457069465715131,0.005493774271153236,1.54407555837879e-11,1775.147928994083,3.38e-06,0.5010663156963272,0.22970903522205205,0.04429972315204574,0.8944494058572683,8.273716171990883e-05,7.913462553100362e-07,0.9193058425870608,0.5359877488514548
Moderate_C6_P5_09,C6,Moderate,346.884,4.293431192812187,23.654851225063553,0.057790285523730556,0.8070702184282359,0.6569940978637226,272.9609871546989,0.0024931396013978657,0.00465917467306572,0.005608297461563207,1.706765111617751e-11,1775.147928994083,3.38e-06,0.4976941393641983,0.22970903522205205,0.03595945483697248,0.8955262309220576,8.429838242995561e-05,8.34920977742028e-07,0.9180727217937198,0.4594180704441041
Moderate_C6_P5_10,C6,Moderate,346.884,4.220504243315221,23.460933471571344,0.056160804588104574,0.8109445435162222,0.6618825591456057,251.9532054177273,0.002501028026983577,0.00465116138860554,0.005518148011386259,1.517231429494178e-11,1754.3859649122808,3.42e-06,0.4959700700497047,0.22970903522205205,0.036702595214163865,0.8864249443414628,8.734955041391191e-05,8.698001497806062e-07,0.9181984872303552,0.4594180704441041
Moderate_C7_P1_05,C7,Moderate,355.144,5.791846345893541,23.982112535372536,0.07261292008465546,0.7684769559965121,0.7054712179511334,203.4504023405321,0.0018145743684165813,0.00393230299515759,0.00547574438111787,1.02589590213135e-11,1621.6216216216217,3.7e-06,0.4973133115299262,0.2679938744257274,0.05911512070020921,0.902136703414731,0.00010257983159722874,7.772753322174486e-07,0.8703791596592155,0.57427258805513
Moderate_C7_P1_10,C7,Moderate,355.144,5.735045499678297,22.082636048795422,0.07630576828730061,0.7553808019694581,0.7056013744359627,217.5814991586703,0.0018745090812214637,0.00402879629553215,0.00549444204485825,9.41748944147826e-12,1621.6216216216217,3.7e-06,0.48597784472071986,0.34456355283307805,0.05984116380786464,0.9161641130421745,7.933840098967062e-05,7.982194990958409e-07,0.8678661712658512,0.42113323124042873
Moderate_C7_P2_05,C7,Moderate,355.144,5.621742794477191,21.347526731790026,0.0692886064536887,0.6984323053163812,0.675584684150474,223.4914873688473,0.0018819515585029097,0.00399407206287141,0.00545070286717982,1.062386091737196e-11,1639.344262295082,3.66e-06,0.4805771239971856,0.22970903522205205,0.06229573100784098,0.9139474046110778,8.774796898356794e-05,7.836851310993106e-07,0.8645864465983927,0.4594180704441041
Moderate_C7_P2_10,C7,Moderate,355.144,5.678349120348683,20.16965548398657,0.06397406707961416,0.7234487890710507,0.6743432622522683,221.16547089453468,0.0018474972090529215,0.00395333786686554,0.00548041879705296,1.0796832559459159e-11,1648.3516483516485,3.64e-06,0.4858783031883236,0.22970903522205205,0.056457322263139015,0.9099665870285574,0.00010618465041568233,7.56131148020647e-07,0.8660162473078479,0.42113323124042873
Moderate_C7_P3_05,C7,Moderate,355.144,5.471321339452091,24.183583919896297,0.0642809045959588,0.8598592162976485,0.6701830642647965,212.16259705651007,0.0019260700022030108,0.00403680957999233,0.00547073607833025,3.324436027465143e-11,1724.1379310344828,3.48e-06,0.4973508952429079,0.22970903522205205,0.045850577312124136,0.9046120156677967,0.00010514023347636674,9.85677550442301e-07,0.8851887953010761,0.49770290964777947
Moderate_C7_P3_10,C7,Moderate,355.144,5.474533591153103,23.865142301216757,0.06769617830449558,0.8424771585191885,0.6689669654836089,210.656955850527,0.0019391652347955583,0.00407453879432564,0.0054917709500382,2.9464961531201303e-11,1694.915254237288,3.54e-06,0.5000117007927002,0.22970903522205205,0.0491579982604058,0.9082515476925418,0.0001049314248718639,9.568562657752217e-07,0.8854753608980781,0.4594180704441041
Moderate_C7_P4_05,C7,Moderate,355.144,5.537543165710678,21.969841827053493,0.06816222391684078,0.7264770075084825,0.6846270341956782,226.398224427,0.001957675892444235,0.00410492249790379,0.00553283903289658,1.6394927870365588e-11,1587.3015873015875,3.78e-06,0.5121207429661176,0.2679938744257274,0.057762523990908095,0.915792024472365,6.081393311133237e-05,8.312260093447449e-07,0.8668393300420124,0.57427258805513
Moderate_C7_P4_10,C7,Moderate,355.144,5.478114852749433,22.922125692751703,0.0671680819282447,0.7797222615114529,0.6894344073978431,208.32451752480935,0.001992723190263974,0.00408989758954097,0.0054413540353096205,1.7587140777191036e-11,1621.6216216216217,3.7e-06,0.5164518203353993,0.2679938744257274,0.05895423791718963,0.8963481606089371,0.0001173153925161889,8.65193381887457e-07,0.8682089656899182,0.57427258805513
Moderate_C7_P5_05,C7,Moderate,355.144,5.582178584950044,20.903059439119932,0.06346507421786397,0.9018343020332578,0.6805840595263368,226.01524792499436,0.0018935163571768764,0.00403213516405723,0.00551080250063111,2.046276704909796e-11,1807.2289156626507,3.32e-06,0.4942588737522422,0.22970903522205205,0.04964639172928493,0.9148435972448004,9.21990343783297e-05,9.085349439252798e-07,0.9008171825879367,0.57427258805513
Moderate_C7_P5_10,C7,Moderate,355.144,5.437170062580392,21.40816181465775,0.06561882611178567,0.9180507459303253,0.6780271580994655,208.51113366308155,0.0019622207794810693,0.00408956370268847,0.00547474272056034,1.9548871080761932e-11,1796.4071856287424,3.34e-06,0.49656201482915646,0.22970903522205205,0.05005037370949663,0.8899737085951638,0.00010634936632576934,8.358103282645643e-07,0.8926305317354049,0.57427258805513
Moderate_C7_P6_05,C7,Moderate,355.144,5.250588073142387,21.326562870011166,0.07991597210448254,0.682097473010582,0.7090555192985685,233.61915269014807,0.001979675208486434,0.00417637428434033,0.0055421878647667795,1.039551759715453e-11,1570.6806282722514,3.82e-06,0.5000078229173343,0.34456355283307805,0.056844940458072736,0.9011578429017442,8.863140888771455e-05,8.942177235706595e-07,0.8632212845023999,0.4594180704441041
Moderate_C7_P6_10,C7,Moderate,355.144,5.436080963837326,20.508690355457926,0.07902986180072391,0.5994231098333471,0.7028040937182621,240.7362631234639,0.001893673205650423,0.00406919660468553,0.00555487556516207,9.600000912809473e-12,1604.2780748663101,3.74e-06,0.5049659627778867,0.22970903522205205,0.059486330999467416,0.9076086672823909,7.541457968415057e-05,8.969473172957494e-07,0.8591510666314452,0.57427258805513
Moderate_C15_P1_03,C15,Moderate,417.843,4.629952853082888,9.48709628281313,0.0752631528262655,0.9657379681778313,0.6847335389645864,73.01969512296372,0.0025744464372597126,0.00543312439717737,0.006306454870155725,2.381077083675833e-11,584.7953216374269,1.026e-05,0.4885439395600244,0.2679938744257274,0.05352055832846351,0.7108941049662738,0.0004889558491088065,3.83960365451052e-06,0.8895846829674919,0.42113323124042873
Moderate_C15_P1_05,C15,Moderate,417.843,4.62456929665911,10.218485014542612,0.07378985795356753,0.9869998599209417,0.6815617101880325,79.1181390864876,0.002596137767901365,0.00544614598442516,0.006313132607205878,2.7436125347501244e-11,595.2380952380953,1.008e-05,0.4889523536479155,0.2679938744257274,0.0542019788831811,0.7277248693214751,0.0004297906761926674,3.7200369236841622e-06,0.8984555056311526,0.42113323124042873
Moderate_C15_P1_10,C15,Moderate,417.843,4.65412189596605,9.939271120751258,0.07414860080235527,0.9877950400133995,0.689177354167894,77.65055400000881,0.0025728262614828257,0.00541910114937208,0.006301446567368129,2.1748587096755857e-11,614.7540983606558,9.76e-06,0.4872577625855886,0.2679938744257274,0.05490507656063977,0.7232117755857524,0.0004271022787661736,4.0121377983108715e-06,0.8972019609807891,0.42113323124042873
Moderate_C15_P1_09,C15,Moderate,417.843,4.60659475428733,10.003967678459675,0.07555130958478284,0.9490428967904396,0.6844676314119328,78.17080807714223,0.0026023506272748465,0.00544013602108003,0.006258041276542191,2.104645223146997e-11,584.7953216374269,1.026e-05,0.4883267737034296,0.2679938744257274,0.054580179335406355,0.7288075739779757,0.00044908538522127393,3.8097644691465046e-06,0.8880117290569435,0.42113323124042873
Moderate_C15_P2_01,C15,Moderate,417.843,4.79253800819542,18.627641104122002,0.07809105589857931,0.9815262831113777,0.6806558317773047,212.34414105854097,0.0025914152390679565,0.00545649647685288,0.006301112680515616,1.886979127620427e-11,737.1007371007371,8.14e-06,0.5052957617137017,0.2679938744257274,0.049521443271254684,0.9083666587899831,0.00014693346742750108,2.672363221303354e-06,0.8983412835124307,0.57427258805513
Moderate_C15_P2_03,C15,Moderate,417.843,4.86523730628663,18.21248629098251,0.07531908882824412,0.9649396217227005,0.6831688819947557,222.56476300399368,0.0025758388445988067,0.00543011941550481,0.006358875105999357,1.7958333122966772e-11,804.289544235925,7.46e-06,0.5040655219802735,0.3828483920367534,0.053355596804928594,0.9112074036987247,0.000158224671260651,2.7499387083069215e-06,0.8885108448238461,0.57427258805513
Moderate_C15_P2_06,C15,Moderate,417.843,4.816540487472333,17.408744152029755,0.0747600588560434,0.9260717063472977,0.6818628557168578,214.68058823119236,0.002609394049150539,0.00551258946807409,0.006358541219146855,2.036176960997112e-11,821.917808219178,7.3e-06,0.501652551309253,0.2679938744257274,0.047109754146426625,0.9065764128614333,0.000178014362160679,2.5591689566971374e-06,0.8953618366052901,0.57427258805513
Moderate_C15_P2_10,C15,Moderate,417.843,4.773108445339695,18.54688274605805,0.07492793963449623,0.9635835115988061,0.6808192344247932,216.24335521683602,0.002607713406685773,0.00548521074616849,0.006348524613571629,1.9264082948209858e-11,800.0,7.5e-06,0.5029323135915901,0.2679938744257274,0.05061120780494788,0.9054974544712944,0.00015025018459155655,2.810452393875911e-06,0.8939629674357551,0.5359877488514548
Moderate_C15_P3_01,C15,Moderate,417.843,4.688722609858917,19.25749885410478,0.08144149281607224,0.9742956285467613,0.6833379166061438,85.62972875913077,0.0025647635375358187,0.00545916757167293,0.006384918280494911,2.6758826177850624e-11,787.4015748031496,7.62e-06,0.48894562449486145,0.22970903522205205,0.05429080811131229,0.7450092272608783,0.00041878953681768745,2.4638729092841407e-06,0.8942160440480363,0.4594180704441041
Moderate_C15_P3_05,C15,Moderate,417.843,4.6843470847390885,18.099178980789034,0.0773180715855693,0.9772188835852813,0.6808846224402357,92.70078693399616,0.002573421090762878,0.00543212273661985,0.006323816986486099,2.403333828253046e-11,787.4015748031496,7.62e-06,0.49175972643285376,0.3828483920367534,0.05528745963031019,0.7605137650917845,0.00035127690688899974,2.457885166190847e-06,0.890455312415811,0.4594180704441041
Moderate_C15_P3_10,C15,Moderate,417.843,4.704995924310377,18.669127724023422,0.07693641639887668,0.9682238196458955,0.6779459491336794,90.80143441851585,0.0025094988001672937,0.00530624739322464,0.006227323686111523,2.6868195142080573e-11,787.4015748031496,7.62e-06,0.48919252701647625,0.22970903522205205,0.0547607077403524,0.755790550466149,0.0003657803361750497,2.5240694568418528e-06,0.8964707977443067,0.4594180704441041
Moderate_C15_P3_12,C15,Moderate,417.843,4.693443556530902,19.519610933857393,0.07723645094218505,0.9251479763549579,0.6752904977088393,95.68703164853486,0.0025550909443498473,0.0054384665868175,0.00638959269643003,2.3691938685834786e-11,797.8723404255319,7.52e-06,0.4870779747235022,0.3828483920367534,0.05416585546735391,0.762895504608698,0.00035887655145402366,2.439974890545559e-06,0.8857953846286142,0.4594180704441041
Moderate_C15_P4_01,C15,Moderate,417.843,4.7751890833836494,13.853988234335032,0.07752320233970435,0.9805416415319601,0.6826355984373534,94.54933431572499,0.0025626678454173653,0.00537769917966117,0.0062951027171704735,1.8809352334079203e-11,626.3048016701462,9.58e-06,0.4980859969777538,0.22970903522205205,0.054135538020418504,0.7480847140798069,0.0003190156129442409,4.6042786326526055e-06,0.8964195316925442,0.42113323124042873
Moderate_C15_P4_03,C15,Moderate,417.843,4.8164128233136845,13.840596297758719,0.07993610087435393,0.9550678759095752,0.6885227564269758,100.78328444138707,0.00255048827916312,0.00538070416133374,0.0063067887570082285,1.467283851994029e-11,613.4969325153374,9.78e-06,0.5028381740257356,0.22970903522205205,0.054561982267803476,0.7639710026620606,0.00034489354168931946,4.574716409047081e-06,0.8888594345217982,0.5359877488514548
Moderate_C15_P4_09,C15,Moderate,417.843,4.75420442757096,14.489121873783677,0.07710443645312977,0.9796763702950418,0.684207058265919,96.99597393957032,0.002558927437825822,0.00540708122268181,0.006303116001630653,1.771626319003456e-11,645.1612903225806,9.3e-06,0.5031217084416159,0.22970903522205205,0.053109015578227114,0.7535152739950477,0.00034817432590159405,4.490653023903391e-06,0.9034129316312528,0.57427258805513
Moderate_C15_P4_12,C15,Moderate,417.843,4.741974232889089,13.335658033243678,0.0761836063341756,0.9753390277423413,0.6839471904857591,95.45454290861446,0.00252337627272373,0.00537769917966118,0.006292765509202933,1.5819241204294617e-11,647.9481641468683,9.26e-06,0.49919728716809375,0.22970903522205205,0.05491979920247994,0.7510316722857363,0.00036125121956007947,4.5431022545814946e-06,0.8937759146221135,0.57427258805513
Moderate_C15_P5_01,C15,Moderate,417.843,4.737889770098102,23.855813159548333,0.07652720991650194,0.9922060407187984,0.6817529113362693,118.15819490128985,0.002613460369053588,0.00550123731508883,0.006395268772922629,2.990252551729703e-11,748.1296758104738,8.02e-06,0.4629163804525652,0.3828483920367534,0.05608384327218672,0.8177053406908683,0.0001869838031345131,2.652227006980823e-06,0.8942722482036357,0.42113323124042873
Moderate_C15_P5_05,C15,Moderate,417.843,4.717598116607369,23.060756897293963,0.07440234734080944,0.9765693713419672,0.6821853091417212,113.23551542660519,0.0025453604963262184,0.00535299155257565,0.006217974854241324,2.8271356406832852e-11,733.4963325183375,8.18e-06,0.4638487185931927,0.3828483920367534,0.059041798424197746,0.8170067033772563,0.00019582680478993846,2.637347396651679e-06,0.9001749176608211,0.42113323124042873
Moderate_C15_P5_10,C15,Moderate,417.843,4.730219863354518,23.386998666100638,0.07712504221074695,0.9468051294165644,0.6745842067622775,121.74689181291987,0.0025431113559759473,0.00545048651350775,0.006355870124326794,3.087688859231246e-11,753.7688442211055,7.96e-06,0.46319474413071826,0.3828483920367534,0.055727747542122175,0.8228077022419733,0.00018500992061089516,3.4363710047799175e-06,0.8855992346204103,0.42113323124042873
Moderate_C15_P5_12,C15,Moderate,417.843,4.722097228692123,23.602298537661973,0.07707961372158108,0.9822039961762308,0.6809155006230649,120.29552841322032,0.0025799287931706676,0.00545182206091777,0.006361546200819408,3.0480203278475615e-11,733.4963325183375,8.18e-06,0.46234952723766587,0.3828483920367534,0.05709647908527173,0.8200770331298907,0.00021381731569778092,2.3733660910440135e-06,0.8929867375718454,0.42113323124042873
Moderate_C16_P1_01,C16,Moderate,440.387,4.750564374739268,22.28311771179392,0.07978874701366052,0.9817186693848969,0.676502804537504,131.32152268119643,0.002529505385597882,0.00539072076690896,0.006318474796845988,5.715458978176411e-11,771.2082262210797,7.78e-06,0.4915035186555471,0.3828483920367534,0.05986390134493242,0.8465550436948089,0.00012948031587765453,3.044063395720762e-06,0.8955300970255824,0.49770290964777947
Moderate_C16_P1_05,C16,Moderate,440.387,4.7604584785714605,23.639718903559807,0.07794062503748742,0.9769313541981242,0.677532908027874,136.4254787557509,0.0025681015637812653,0.0053646775924134,0.006272398411199995,4.4311554391906974e-11,733.4963325183375,8.18e-06,0.49101677278948147,0.3828483920367534,0.058906836545129175,0.8485625972714081,0.00011333385917247025,2.582440702463049e-06,0.8943861139290223,0.49770290964777947
Moderate_C16_P1_10,C16,Moderate,440.387,4.819614698698314,23.388565266138563,0.07770447355706846,0.9906491770237854,0.6759518570836586,142.25583056874757,0.002511951994398519,0.00534030385218038,0.006322481439076078,4.5576895699344344e-11,740.7407407407408,8.1e-06,0.48974227164122,0.3828483920367534,0.059753417354237094,0.8517469945228612,0.00012193813244162391,2.1600287348527783e-06,0.904116245686325,0.49770290964777947
Moderate_C16_P2_01,C16,Moderate,440.387,4.812079841009612,21.076074859334394,0.07429213587835533,0.9655102131466008,0.662855460568392,165.10754656700456,0.002589592811512246,0.00541676394140452,0.006289426640677861,1.5591124444488517e-11,751.8796992481203,7.98e-06,0.4949968261860232,0.34456355283307805,0.05478094852863737,0.8893512813772352,0.00021464873096492328,1.9058844883726533e-06,0.9041702406773662,0.49770290964777947
Moderate_C16_P2_05,C16,Moderate,440.387,4.89571473898698,20.10675410263621,0.07473957888183627,0.9463431817348703,0.6605468067020476,160.87869563930303,0.0025134841284570717,0.00531125569601225,0.006206288814403572,1.2209296290278516e-11,740.7407407407408,8.1e-06,0.49567939991276744,0.34456355283307805,0.05554887638360234,0.8877691049799581,0.0002104502192158634,1.9377992724868002e-06,0.913690325944204,0.49770290964777947
Moderate_C16_P2_10,C16,Moderate,440.387,4.797226324489065,22.528051970640668,0.07638951952528338,0.9407192247803717,0.6649035625045052,166.5325858748905,0.0025991193401366827,0.00550090342823632,0.006376904996034732,1.4589311442856794e-11,751.8796992481203,7.98e-06,0.4946651542423832,0.34456355283307805,0.05613921820484626,0.8871221750396264,0.0001929277433457905,2.021612857956456e-06,0.9141102557137348,0.49770290964777947
Moderate_C16_P3_01,C16,Moderate,440.387,4.85747699690879,21.213926196139944,0.07226916444667626,0.9699997561648291,0.6712778316325468,163.61880138463562,0.002489382368637055,0.00535332543942816,0.00633884189484893,1.7071579662472854e-11,775.1937984496124,7.74e-06,0.48335123166574673,0.3828483920367534,0.05396858836966051,0.8775159650872292,0.0001381886458802819,2.1859244747427142e-06,0.9002059440879285,0.49770290964777947
Moderate_C16_P3_05,C16,Moderate,440.387,4.805447371587962,21.403629445661636,0.07601378569992953,0.9281766752446736,0.6650229167005656,171.8585136051233,0.002531104057445637,0.00538971910635145,0.006306120983303232,1.7229186943502434e-11,765.3061224489796,7.84e-06,0.4880585335919822,0.34456355283307805,0.054316331363656205,0.8873551049996716,0.00013649077879971064,2.0426629287269077e-06,0.901465916023708,0.49770290964777947
