signal_id,sample_code,pellet,shot,scs_label,file_source,Ignition_Temp,Ash_Content,Fixed_Carbon,Moisture,VM,snr_raw,snr_proc,absorption_proxy_raw,p2p_raw,rms_raw,kurtosis_raw,skew_raw,peak_time_raw,absorption_proxy_proc,p2p_proc,rms_proc,kurtosis_proc,skew_proc,peak_time_proc,acoustic_velocity,acoustic_velocity_onset,t_onset,rise_time_proc,fall_time_proc,peak_duration_proc,signal_energy_proc,area_under_curve_proc,p2p_tdb3,wave_energy_3,wave_entropy,spectral_centroid_global_raw,spectral_centroid_global_proc,spectral_bandwidth_global_raw,spectral_bandwidth_global_proc,spectral_entropy_global_raw,spectral_entropy_global_proc,area_under_fft_raw,area_under_fft_proc,dom_freq_1_raw,dom_mag_1_raw,dom_freq_2_raw,dom_mag_2_raw,dom_freq_3_raw,dom_mag_3_raw,dom_freq_1_proc,dom_mag_1_proc,dom_freq_2_proc,dom_mag_2_proc,dom_freq_3_proc,dom_mag_3_proc,peak_mag_ratio_raw,peak_mag_ratio_proc,wave_entropy_spectrum_raw,wave_entropy_spectrum_proc,spectral_centroid_1_raw,spectral_centroid_1_proc,spectral_bandwidth_1_raw,spectral_bandwidth_1_proc,spectral_entropy_1_raw,spectral_entropy_1_proc,spectral_area_1_raw,spectral_area_1_proc,dom_freq_band_1_raw,dom_freq_band_1_proc,wave_energy_band_1_raw,wave_energy_band_1_proc,spectral_centroid_2_raw,spectral_centroid_2_proc,spectral_bandwidth_2_raw,spectral_bandwidth_2_proc,spectral_entropy_2_raw,spectral_entropy_2_proc,spectral_area_2_raw,spectral_area_2_proc,dom_freq_band_2_raw,dom_freq_band_2_proc,wave_energy_band_2_raw,wave_energy_band_2_proc,spectral_centroid_3_raw,spectral_centroid_3_proc,spectral_bandwidth_3_raw,spectral_bandwidth_3_proc,spectral_entropy_3_raw,spectral_entropy_3_proc,spectral_area_3_raw,spectral_area_3_proc,dom_freq_band_3_raw,dom_freq_band_3_proc,wave_energy_band_3_raw,wave_energy_band_3_proc,spectral_centroid_4_raw,spectral_centroid_4_proc,spectral_bandwidth_4_raw,spectral_bandwidth_4_proc,spectral_entropy_4_raw,spectral_entropy_4_proc,spectral_area_4_raw,spectral_area_4_proc,dom_freq_band_4_raw,dom_freq_band_4_proc,wave_energy_band_4_raw,wave_energy_band_4_proc,spectral_centroid_5_raw,spectral_centroid_5_proc,spectral_bandwidth_5_raw,spectral_bandwidth_5_proc,spectral_entropy_5_raw,spectral_entropy_5_proc,spectral_area_5_raw,spectral_area_5_proc,dom_freq_band_5_raw,dom_freq_band_5_proc,wave_energy_band_5_raw,wave_energy_band_5_proc
Low_C14_P4_10,C14,P4,10,Low,Low_SCS.xlsx,339.829,13.09,46.52,9.16,31.23,22.330597811264102,29.83056986560673,0.00409357034491855,0.003439368467676527,0.0023030970885708365,60.95107151790421,3.1369167372725557,8.46e-06,0.00026765972531958164,0.00042791502864955285,6.0308001981015815e-05,8.274635095764031,1.3757301058533014,8.02e-06,748.1296758104738,755.6675062972292,7.94e-06,1.0612811663495103e-06,2.5450048510950677e-06,1.920460970659224e-06,4.093705038092667e-06,9.068218297288683e-10,8.043468070609893e-05,1.2450924381724218e-08,0.5887956173248527,5.1088828928985,2.1803300908467236,8.060603259432474,4.379004212763065,0.004271473997373633,0.42620769653449525,0.0002425506184062132,1.9195209371605497e-05,0.4594180704441041,3.84365271478996e-05,1.4931087289433382,2.695314969977423e-05,1.339969372128637,2.5486413150693913e-05,0.4594180704441041,3.250678733668121e-05,0.1914241960183767,1.7418040323792206e-05,0.6508422664624809,1.091396531649936e-05,1.4260495025622943,1.8662711112229653,0.8241247111906173,0.41696707348827733,0.3125986900996151,0.31640191804454015,0.05770507781243244,0.04625681867031079,0.8617548047642626,0.7978439263310604,3.4653020033799255e-06,2.559944647817955e-06,0.34456355283307805,0.34456355283307805,9.366665986958768e-11,5.083420370309321e-11,0.49139438445113276,0.4857616252345863,0.04970724927949361,0.051658976568293886,0.8376463533697469,0.924731115689209,3.959232799308917e-06,3.783667820017517e-06,0.4594180704441041,0.4594180704441041,1.197784044166024e-10,9.876545909677976e-11,0.668727713505,0.6698205344677804,0.053761046103042096,0.05205687333042875,0.7096542638723367,0.8367295207118334,1.5868239840009677e-06,1.1170488520444377e-06,0.6125574272588055,0.6508422664624809,2.0049184142047376e-11,9.467800521874957e-12,0.9063316239007625,0.8811543815750847,0.0668596077617189,0.06190182934195977,0.9707667553637261,0.8280608010517829,2.153061500153535e-06,4.487418593826275e-07,0.9954058192955589,0.9188361408882082,2.483117622356146e-11,1.2433377664015552e-12,1.1569031091255346,1.128529510883282,0.07635432391945532,0.06476691758673214,0.9835193625770021,0.9028509949323964,4.623633942234301e-06,4.5403917011778386e-07,1.225114854517611,1.0719754977029097,9.445787055241515e-11,9.88077129443e-13
Low_C14_P5_05,C14,P5,05,Low,Low_SCS.xlsx,339.829,13.09,46.52,9.16,31.23,20.562964259248698,24.67684566895344,0.00408088264452328,0.0034096525378033895,0.0022898111745752285,68.46201412582872,3.9818716148470483,7.84e-06,0.00017185384457444746,0.00033273630636956777,5.1785172604749286e-05,4.455712132860866,0.5613611993325559,7.32e-06,819.672131147541,819.672131147541,7.32e-06,1.391271799186795e-06,1.0827762962342627e-06,1.6970097808169738e-06,2.933658286559396e-06,8.849372791377138e-10,8.901363187990014e-05,1.2088688346506537e-08,0.560043688611712,5.200712154764624,2.7896630861289933,8.136365692905713,5.079922425147644,0.004068204065121087,0.3927424826874622,0.00023975260164957427,1.6896916578919516e-05,0.3828483920367534,3.629778370751121e-05,0.22970903522205205,2.9136445186932817e-05,1.6462480857580397,2.392458533045733e-05,0.30627871362940273,2.158676488210769e-05,0.4594180704441041,1.5810844899610737e-05,0.6125574272588055,7.487931149764169e-06,1.2457862388100758,1.3653137231980206,0.835769271128351,0.38077073010870727,0.3110512667203505,0.3200324277072085,0.05920283236692436,0.0543638705801084,0.9156063602018751,0.8511382334920465,3.5502650506319787e-06,2.346318129193291e-06,0.3828483920367534,0.30627871362940273,8.747252476864609e-11,4.805470453886283e-11,0.49594670814915953,0.4833692522845238,0.05206724559361223,0.04898624817694287,0.8279293929693273,0.8944454804093496,2.5321172928696812e-06,1.7682692868553945e-06,0.49770290964777947,0.4594180704441041,5.0771338858320466e-11,2.2186916175172836e-11,0.6749196765415357,0.6686361629954298,0.05266228755828763,0.0565409817261043,0.9059274240424922,0.6169262926128425,1.6831604713885286e-06,4.898547290516804e-07,0.6125574272588055,0.6125574272588055,2.0183549336122126e-11,2.1426213711909516e-12,0.9067394777228709,0.9091650069048486,0.06760309943450683,0.0596099287287274,0.9659828714228327,0.8519145623037905,1.8692845990393843e-06,5.016890090126597e-07,0.9954058192955589,0.8805513016845329,1.877983381606093e-11,1.5157676294156862e-12,1.1580340579240838,1.1270469914501078,0.07539146593635448,0.07380197173963464,0.9824198177648438,0.8271018118679874,3.969887188557775e-06,3.895854649847121e-07,1.2633996937212861,1.0719754977029097,6.950805729686616e-11,7.98862791231564e-13
Low_C14_P5_10,C14,P5,10,Low,Low_SCS.xlsx,339.829,13.09,46.52,9.16,31.23,20.299766579976023,25.637092963931924,0.00414766001502471,0.003457732244564418,0.0023177470667026722,65.17996882350647,3.7924988805471904,7.78e-06,0.00016740025797673026,0.0003271997744341956,5.179622624402256e-05,4.62399074961095,0.37153131041255294,7.18e-06,835.6545961002786,1086.9565217391305,5.52e-06,1.3098373790263985e-06,1.0548260207508045e-06,1.6930162009736415e-06,2.8045817505076403e-06,8.246411469255212e-10,0.0001072113099698028,1.147233629832063e-08,0.5855503426981091,5.187334008206272,2.588414739800819,8.094018779011268,4.843326135575806,0.0040442298251747825,0.40690681753981206,0.00024296846373517177,1.6926657909978863e-05,0.3828483920367534,3.644483105431995e-05,0.22970903522205205,2.863834717727425e-05,1.5313935681470137,2.426967128944272e-05,0.34456355283307805,2.1233592149834383e-05,0.15313935681470137,1.4692208936822007e-05,0.6125574272588055,8.386382019391123e-06,1.2725884477946419,1.4452279297083954,0.8324627085285909,0.395999555528741,0.31251691135494347,0.313133186262922,0.05883687321804307,0.05598789724478112,0.9185400106263388,0.8949078072460959,3.6006120956023067e-06,2.5364171145051954e-06,0.3828483920367534,0.34456355283307805,8.994204675902422e-11,4.8964071764151094e-11,0.49030745266577563,0.4835632885808659,0.05238327228290995,0.05020435535083982,0.7739098987779729,0.8474372308203884,2.4879368651690057e-06,1.9082177301249043e-06,0.42113323124042873,0.4594180704441041,5.2240668837119675e-11,2.71903028588714e-11,0.6772674008867114,0.6591870668903219,0.053931632792904825,0.05049753497227693,0.9269061263777892,0.5968818244645221,1.7532351696120448e-06,5.343973647212753e-07,0.6508422664624809,0.6125574272588055,2.1435888146895997e-11,2.4836832065722327e-12,0.9087160063828471,0.8917937132843188,0.06494386447754914,0.06539314597742091,0.9642490330695591,0.9338200625964057,1.7516314594130253e-06,4.3658718779926556e-07,0.9571209800918835,0.8422664624808575,1.6644711276702716e-11,1.0722029163411593e-12,1.157632758413517,1.137088464193336,0.07628844914433108,0.07843874062829334,0.9851427788790151,0.9307137042309108,3.947621520100516e-06,3.6113135451112837e-07,1.2633996937212861,1.0336906584992342,6.865834291137042e-11,6.106402047337852e-13
Low_C14_P6_05,C14,P6,05,Low,Low_SCS.xlsx,339.829,13.09,46.52,9.16,31.23,19.875569831035595,23.62335326747499,0.00402779463497464,0.003157234077307959,0.002230012041252276,68.60047628423398,4.23221172591095,8.4e-06,0.0001895014098107943,0.000364244749979992,5.306984765379552e-05,6.239864177052691,0.8012385289402352,8.14e-06,737.1007371007371,746.268656716418,8.04e-06,1.7995593766859346e-06,3.234244506130891e-06,1.7327640323760281e-06,2.977393519205749e-06,7.72957174569562e-10,5.368005591014431e-05,1.0872644872825057e-08,0.5651688952047524,5.05836313985312,2.6684056919282306,8.054891442467518,4.9852438342053915,0.003992632483300277,0.42772009269608086,0.00023162372456048103,1.76346995614283e-05,0.34456355283307805,3.51898276160895e-05,1.5313935681470137,2.7300688530806923e-05,0.57427258805513,2.4250074111972293e-05,0.1914241960183767,2.4928719393802188e-05,0.4594180704441041,2.425649061464729e-05,0.8039816232771821,4.908561473256843e-06,1.2889721183188518,1.027713314432866,0.8313208303327378,0.41820975126102616,0.312407366270267,0.3233086211282192,0.05792252936506422,0.045712265812882714,0.8369041627306093,0.7237285639235427,3.2834835094811878e-06,2.2036772155324972e-06,0.34456355283307805,0.34456355283307805,8.661630324277048e-11,4.586782414349046e-11,0.5003878739884141,0.4888112825150668,0.04998101166933924,0.052780298735295786,0.7520334197223932,0.951494736609705,3.1148124350982424e-06,2.9822548055853274e-06,0.4594180704441041,0.4594180704441041,8.188293647493399e-11,6.02014651012044e-11,0.6817916662541327,0.6813414435121126,0.0537230123032604,0.06007880695184859,0.9532130057147097,0.8424000875459577,1.6194292410674242e-06,3.7412023099672316e-07,0.6125574272588055,0.6125574272588055,1.760649848287255e-11,1.051454214289269e-12,0.9092469025586931,0.8820685511413658,0.06606905996480467,0.06526203260595874,0.9689399338413899,0.8731730003958391,2.0977596861604455e-06,5.889592922338551e-07,0.9954058192955589,0.8039816232771821,2.3527732275768912e-11,2.073733274560873e-12,1.1555200601225637,1.1637792460517793,0.07551984000998085,0.08102316285405387,0.9872740084007764,0.8280554009439599,4.445840141508524e-06,3.70606814033589e-07,1.225114854517611,1.2633996937212861,8.708962918449938e-11,7.087298520558e-13
Low_C14_P6_10,C14,P6,10,Low,Low_SCS.xlsx,339.829,13.09,46.52,9.16,31.23,20.098875222867182,26.740197283105914,0.00412629125646426,0.003204979897216487,0.00229695243821875,67.24387063077938,4.152059705155655,8.54e-06,0.00023223980098778526,0.00040742223287462806,5.550623808815235e-05,8.374329779798177,1.5233074623820253,8.18e-06,733.4963325183375,757.5757575757575,7.92e-06,1.1254966220306807e-06,3.000429725123463e-06,2.064143060848899e-06,3.232460769693861e-06,7.811363849552509e-10,7.902276784998595e-05,7.54723110835411e-09,0.5657357973744725,5.009714320068267,2.822351142505746,8.025523669141046,5.096382554463496,0.0038640962201969098,0.42137617412548667,0.00023589804864671953,1.86551805244179e-05,0.34456355283307805,3.789554439904352e-05,1.569678407350689,2.544616552037988e-05,1.4165390505359876,2.5148549950828574e-05,0.34456355283307805,2.5899809958631334e-05,0.1914241960183767,2.28025086169851e-05,0.5359877488514548,2.0643595161122105e-05,1.4892437479214369,1.135831555108264,0.8302795393650289,0.4116850869083074,0.3120130365040596,0.3216157829896917,0.057580703015252956,0.04687590078714757,0.8409542760279818,0.739302542417852,3.5391436953448194e-06,2.4511063141627146e-06,0.34456355283307805,0.34456355283307805,9.912056939068397e-11,5.5170919544308724e-11,0.4979321140250332,0.48678901378189343,0.04810783602347175,0.05067320041352212,0.7283699280081783,0.9256742079966486,3.2385387083964116e-06,3.010650440503001e-06,0.4594180704441041,0.4594180704441041,8.898785533598239e-11,6.23538354412792e-11,0.6799508996324449,0.6685500501943552,0.055412657367656035,0.05700552449828662,0.9162909463410311,0.6943720462752314,1.7823750480537313e-06,4.07182508549682e-07,0.6125574272588055,0.6125574272588055,2.1830239097830567e-11,1.330732771704814e-12,0.9089456555421197,0.8996631800261504,0.06657915144363724,0.06771633315048119,0.9653123647122069,0.9855102610807764,2.15499297608391e-06,5.389878210485449e-07,0.9954058192955589,0.9954058192955589,2.4841642401281916e-11,1.5400113776128267e-12,1.1579494019576588,1.1483261948121053,0.07578803280583654,0.07469677566452876,0.9832999186276249,0.7428565479126883,4.55112741535749e-06,4.0704797397646894e-07,1.225114854517611,1.225114854517611,9.156058061540085e-11,9.36455724669709e-13
Low_C14_P7_05,C14,P7,05,Low,Low_SCS.xlsx,339.829,13.09,46.52,9.16,31.23,19.71433996738537,22.00300042839199,0.00409223479750853,0.003125180939467273,0.002333911841364936,71.37570910662151,5.205977049598311,8.2e-06,0.0001530288086682124,0.00029158471572256737,4.854204866411404e-05,4.097487572106954,0.3390901596751113,7.7e-06,779.2207792207791,1045.2961672473868,5.74e-06,2.574832434746529e-06,2.730126674655502e-06,1.6726995804606706e-06,2.519660136047411e-06,8.148579005159159e-10,9.385542635272776e-05,6.624710372178177e-09,0.5633597267649336,5.247792883759542,2.7036082460452127,8.186844509293492,4.969846990288205,0.0037121364165543665,0.4131636249341164,0.00024037501303755793,1.6393822664984624e-05,0.3828483920367534,3.1787723860575815e-05,0.22970903522205205,2.8776745133509348e-05,0.6125574272588055,2.2811254386228803e-05,0.30627871362940273,1.977326881113876e-05,0.5359877488514548,1.9052991209436737e-05,0.8422664624808575,5.540197597830688e-06,1.1046323205930606,1.0378038574615738,0.8464573862525498,0.4023104062791286,0.3084624426853163,0.31790319157250296,0.0612823178007921,0.04918753469185947,0.8634155401093049,0.7979473323960588,3.166340716754756e-06,1.820318725785141e-06,0.3828483920367534,0.30627871362940273,7.947150447286894e-11,2.7118899498610964e-11,0.49724855922265365,0.499834212982603,0.050283364809339835,0.050898744508177565,0.9029951048581601,0.9424903736392332,3.378966856806132e-06,2.414054321078432e-06,0.49770290964777947,0.5359877488514548,8.107017777842088e-11,3.964011917796514e-11,0.67610605183822,0.6660183338223596,0.05464744812935691,0.05728815022101362,0.9024473975078794,0.6914243673465792,2.216006832219148e-06,4.6442345072445626e-07,0.6125574272588055,0.6125574272588055,3.380306662383248e-11,1.9061404654482e-12,0.9040959455548285,0.881606432685293,0.06616184370332748,0.06395606452332507,0.9854497597135549,0.7317497747712627,1.9039125845706234e-06,5.104114765457507e-07,0.9954058192955589,0.8422664624808575,1.9144786486209715e-11,1.8225469864320254e-12,1.1598718582089997,1.16523675261892,0.07669639474158094,0.0743232469385644,0.9755712588225198,0.8847482684798507,2.9703732831529654e-06,3.2075878801396087e-07,1.2633996937212861,1.1868300153139357,3.9112075702599454e-11,5.143251144633504e-13
Low_C14_P7_10,C14,P7,10,Low,Low_SCS.xlsx,339.829,13.09,46.52,9.16,31.23,18.165491532564644,20.81146029929565,0.004184053681948,0.0031702556645557397,0.002364211481653935,77.87036980791889,5.533371914590176,8.4e-06,0.00016019753421712827,0.0003184249605235476,4.5882521208473135e-05,4.308491806033233,0.3814119289266554,7.7e-06,779.2207792207791,779.2207792207791,7.7e-06,1.0306826311254163e-06,2.877671123897649e-06,1.6735321307922922e-06,2.000112802131551e-06,7.336638649379325e-10,8.08839829203033e-05,8.054276266170688e-09,0.5725834266054365,5.223002021617303,2.591330616226762,8.17787288164782,4.812766770069592,0.0035078706455508066,0.40924549531909377,0.00024025110773067995,1.5490094786690326e-05,0.49770290964777947,3.112782509438252e-05,0.22970903522205205,2.616219273594052e-05,1.4165390505359876,1.9569197873047004e-05,0.30627871362940273,1.803009735596592e-05,0.5359877488514548,1.579339247085127e-05,0.15313935681470137,1.2910758196414798e-05,1.1898017960023142,1.1416227544284752,0.8579400754874147,0.39866991857383005,0.30951661465467417,0.3222333403603989,0.06087029669546442,0.04708668769044175,0.8651600905064124,0.7390735675720892,3.0519811631856206e-06,1.5443261419472173e-06,0.3828483920367534,0.30627871362940273,7.413166658801543e-11,2.102211287531188e-11,0.49976459244621696,0.49465757308605024,0.04913267390447552,0.05150290270958991,0.8800251107188435,0.9691450655952568,3.1933912988850344e-06,2.116745828825732e-06,0.49770290964777947,0.5359877488514548,7.326009184071894e-11,2.9861832007845736e-11,0.6756884743709054,0.6757312203307082,0.053987057815308874,0.05832748338276626,0.916750233899599,0.7346341478096903,2.156037108464765e-06,3.658188302999302e-07,0.6125574272588055,0.6125574272588055,3.183587227227299e-11,1.1314985162323935e-12,0.9046367977926433,0.8717891305977026,0.06767872850783303,0.05260964617402496,0.9768571072510768,0.7271121344342378,1.6973997204117534e-06,3.890363954727378e-07,0.9954058192955589,0.8422664624808575,1.5395959494068944e-11,1.0286288218854351e-12,1.1612106079444982,1.1603201804184773,0.07531585629132366,0.08168287761920269,0.9681910775179122,0.8659843974759986,3.0956965402429574e-06,4.125917365333432e-07,1.2633996937212861,1.225114854517611,4.2626794430621583e-11,8.76791843376246e-13
Moderate_C6_P1_01,C6,P1,01,Moderate,Medium_SCS.xlsx,346.884,23.81,42.8,7.67,25.72,25.26485103879526,27.778332315117904,0.00437269975361455,0.00545604505681992,0.002244026218472741,220.78671746396665,-7.216616896520708,4e-06,0.0003399946590125811,0.0005188953151376881,6.836185185947823e-05,10.772764887172409,1.8368717318368049,3.94e-06,1522.8426395939084,1612.9032258064517,3.72e-06,9.330473080882268e-07,4.658666681896922e-06,1.8606101487147827e-06,6.088868319916314e-06,1.0355399420479655e-09,8.051099149179521e-05,4.726294579327022e-09,0.5154633946650127,4.408711686991414,1.2705065212498015,6.160667613067322,2.6925198460509527,0.004971210316979005,0.408438191027763,0.00026610453896621776,1.9608328157242752e-05,0.4594180704441041,4.599537283771767e-05,0.30627871362940273,3.0322819048293234e-05,1.339969372128637,1.328107304005877e-05,0.4594180704441041,4.5303354910189626e-05,0.15313935681470137,2.4185495205968706e-05,0.6125574272588055,2.3445816309049893e-05,1.5168567027889805,1.8731621019629638,0.8872222038128855,0.40841131497215716,0.32099060965928355,0.33028895603719155,0.041945033910416936,0.036908694880648296,0.7598873902333868,0.7213985556795701,3.1567687639747624e-06,2.729793987253004e-06,0.30627871362940273,0.34456355283307805,7.867225753839524e-11,6.336857217585856e-11,0.4863463302966791,0.48162152849879447,0.05150923543380758,0.05196222485596234,0.9164981907571494,0.871200365596701,4.978085628161515e-06,4.660269938415822e-06,0.4594180704441041,0.4594180704441041,1.734430240447932e-10,1.5865435985211355e-10,0.6785114162398216,0.6627780403904509,0.05757665231364724,0.05282091938076737,0.9002657338694567,0.7071444564810615,1.8004368323599002e-06,1.7413156375673056e-06,0.6125574272588055,0.6125574272588055,2.2653607309468273e-11,2.4989234999503065e-11,0.8853174444605835,0.9080005274220547,0.06910727583667747,0.0645155358920569,0.8739548610909199,0.9591095067089153,1.2249304490353883e-06,9.780778970040427e-07,0.8039816232771821,0.9571209800918835,9.48718026925065e-12,5.198135933015284e-12,1.129931164551578,1.1565315163854182,0.07403363366175142,0.07993553127882612,0.9292539501715754,0.9661470584865245,1.915822826913049e-06,8.530988462492252e-07,1.0719754977029097,1.225114854517611,1.7374884907331298e-11,3.276172403769067e-12
Moderate_C6_P1_02,C6,P1,02,Moderate,Medium_SCS.xlsx,346.884,23.81,42.8,7.67,25.72,26.104179644223557,29.864730218904242,0.00435533763728418,0.00551213804804113,0.002210366284845355,224.18185722845243,-7.341800189803589,4.12e-06,0.0003119973246558763,0.0005055211546621888,6.660593959392376e-05,8.940845334578386,1.3394563969049287,3.88e-06,1546.3917525773195,1612.9032258064517,3.72e-06,8.670511292788769e-07,4.765706339533557e-06,2.0754646348849352e-06,5.786884072293491e-06,1.0359212999953373e-09,4.927788639510496e-05,3.734948948888531e-09,0.5313438117788546,4.482480279655563,1.1346283388978686,6.2119584559328835,2.234645790803572,0.005154882982251803,0.39875217157748427,0.000266192945763126,1.8620109181465258e-05,0.4594180704441041,4.2953254723025286e-05,0.30627871362940273,3.423244242778389e-05,1.339969372128637,1.2453867112649779e-05,0.4594180704441041,4.3215433552726745e-05,0.6125574272588055,2.1605462565073702e-05,0.15313935681470137,2.1171246359871056e-05,1.2547528140560182,2.0002085779166814,0.8880277603102024,0.39861988708585677,0.31516967791222067,0.32223497759543446,0.04347531859965384,0.03908606406959688,0.7509301897470704,0.7026821204068965,3.50351139218006e-06,3.052243833573516e-06,0.30627871362940273,0.34456355283307805,9.705313996983703e-11,7.712655128262607e-11,0.48597674545875197,0.4805835856635626,0.05215551999207429,0.05217995982711341,0.9240468604657124,0.8637370515240748,4.771898980545398e-06,4.487820791720202e-06,0.4594180704441041,0.4594180704441041,1.583849943419403e-10,1.4790040212985137e-10,0.6799440758320003,0.6642539140709712,0.05961919717835414,0.05422740737493401,0.8687554612469888,0.7191600760821604,1.5786267774372556e-06,1.5806314498519925e-06,0.6125574272588055,0.6125574272588055,1.7973831790132284e-11,2.0555474297666778e-11,0.8801118796770487,0.9132343678803339,0.06368694821706199,0.06406890249175147,0.8787734972918864,0.9319449080542599,1.3254874265418721e-06,9.983776425796114e-07,0.8039816232771821,0.9571209800918835,1.0641647468611255e-11,5.633927433577103e-12,1.1386579218385111,1.1525894466608937,0.07633652197830927,0.0757252476951479,0.9649030067694623,0.9607746828584979,2.0159379948438964e-06,7.414747387589981e-07,1.0719754977029097,1.14854517611026,1.8514710053132416e-11,2.501559681404284e-12
Moderate_C6_P1_03,C6,P1,03,Moderate,Medium_SCS.xlsx,346.884,23.81,42.8,7.67,25.72,24.471567983647446,23.953652187494065,0.00433931106836383,0.0054570467173774406,0.0022117341919326594,225.70667314451404,-7.347501525086511,4.1e-06,0.00029307352193404696,0.0004862265335917866,6.417145014107218e-05,8.98083768359606,1.3421829843909343,3.88e-06,1546.3917525773195,1604.2780748663101,3.74e-06,9.411106116071264e-07,4.896900761902527e-06,2.168197708164044e-06,5.375445087873176e-06,1.026325977513773e-09,6.96192699416129e-05,3.5244376142105158e-09,0.5478535302600095,4.452171775213906,1.3169634354156103,6.183148000921385,2.8280287764517396,0.00506127094110635,0.3914413453557128,0.0002642206957175014,1.7956148217209433e-05,0.4594180704441041,4.496200225789613e-05,0.7656967840735068,1.2974807421882018e-05,1.3782542113323122,1.2125519560077251e-05,0.4594180704441041,4.406515768462698e-05,0.15313935681470137,2.071802423300314e-05,0.9571209800918835,7.440238465543772e-06,3.465330723655827,2.1268995084740325,0.8863420457492436,0.39126721630704253,0.3234941999094357,0.3254428959578328,0.03758990481969963,0.03950270032404644,0.6729054375646273,0.6659151732874706,3.0721679235973075e-06,2.7142785954141347e-06,0.34456355283307805,0.34456355283307805,8.05644776670898e-11,6.402680634037198e-11,0.4854555781670159,0.480307591026445,0.052539379426194424,0.0528815386574365,0.8976994935225235,0.8392847817704512,4.645683636261344e-06,4.318234199492518e-06,0.4594180704441041,0.4594180704441041,1.5449936420065463e-10,1.4153419890243428e-10,0.6842717404262979,0.6640799543623532,0.05823508156511688,0.05405974654858728,0.9428395604759461,0.7145137116793436,1.6965601930975654e-06,1.5519320500691307e-06,0.6125574272588055,0.6125574272588055,1.9651227262471958e-11,2.024561646659528e-11,0.8803221215724836,0.9125766992072103,0.06591009273247565,0.0649692472373335,0.8726471158523266,0.9205900811751605,1.3175808439665495e-06,9.86843719328662e-07,0.8039816232771821,0.9571209800918835,1.1048962280077339e-11,5.607635092358755e-12,1.1370921120191195,1.1463036099520758,0.07789078093242645,0.08408462829730244,0.9557586374944677,0.9025644116191767,2.06553308264686e-06,7.043551987255649e-07,1.0336906584992342,1.0336906584992342,1.9479919523516834e-11,2.3536144309230028e-12
Moderate_C6_P1_04,C6,P1,04,Moderate,Medium_SCS.xlsx,346.884,23.81,42.8,7.67,25.72,25.883629489229353,27.20139161162546,0.00429290079586533,0.00552783073010897,0.0021732971496114402,239.8957721641054,-8.022617401271905,4.12e-06,0.0003206765638573475,0.0004936640356553608,6.366028860948726e-05,10.461833231766557,1.704565474048807,3.96e-06,1515.151515151515,1604.2780748663101,3.74e-06,1.0200429743435487e-06,3.861362340809616e-06,1.9453244433753073e-06,5.28203918004967e-06,9.624827318050786e-10,7.279895138862026e-05,3.796776694233151e-09,0.5291154878613155,4.558353699022816,1.332326349731903,6.2452077425448005,2.8500581155142077,0.005285418095737436,0.40758586084424087,0.0002653083110498032,1.8485894601835986e-05,0.4594180704441041,4.056217663150386e-05,0.30627871362940273,3.036563584561427e-05,0.6125574272588055,1.954747070115906e-05,0.4594180704441041,4.067177501974441e-05,0.6125574272588055,2.314954789975669e-05,0.15313935681470137,1.8487336451791487e-05,1.3357920611950638,1.7569143656260138,0.8954015449004147,0.40703397964877175,0.3196337379027779,0.3234035032819633,0.04077227914669689,0.03849111385012273,0.7284643995219113,0.6964024213106825,3.086706485794699e-06,2.7068008910732578e-06,0.30627871362940273,0.34456355283307805,7.67501044456105e-11,6.145996495611992e-11,0.48297619979135936,0.4789015753206145,0.05075119694398728,0.05071151680112214,0.9027653777000617,0.855951561680999,4.503847728512536e-06,4.287904710243004e-06,0.4594180704441041,0.4594180704441041,1.4284091133859037e-10,1.3494101445395246e-10,0.6801363933184013,0.6655522186187346,0.05956419137842676,0.05534146282966437,0.8692720329818948,0.7175348368428618,1.7039299394816873e-06,1.6616655939266724e-06,0.6125574272588055,0.6125574272588055,2.0860577477209888e-11,2.2390948228749348e-11,0.8902743636801436,0.9122882768317196,0.07038305140407054,0.06476237052868515,0.89062441896752,0.9449327158143463,1.2923269632854024e-06,9.117078523249594e-07,0.9954058192955589,0.9954058192955589,1.0026911374172688e-11,4.559792633491896e-12,1.1310250426082762,1.147113052016562,0.07479396938103929,0.08045709971577795,0.9381947002708428,0.9763351169795855,1.986982657941654e-06,8.068661641876107e-07,1.0719754977029097,1.0336906584992342,1.8411327477606616e-11,2.895041027763513e-12
