signal_id,sample_code,scs_label,Ash_Content,Area under FFT curve_raw,Magnitude of dominant frequency_raw,Spectral Bandwidth 1_raw,Spectral Bandwidth 2_raw,Spectral Bandwidth 3_raw,Spectral Area 1,Spectral Area 2,Spectral Area 3,Spectral Area 4,Spectral Entropy 1,Spectral Entropy 2,Spectral Entropy 3,Spectral Entropy 4,Absorption Proxy_proc,Peak Time_proc,Rise time_proc,Fall time_proc,Signal Energy_proc,Area under the curve_proc,1st peak magnitude/2nd peak magnitude
Moderate_C6_P1_10,C6,Moderate,23.81,0.00026771569950116947,4.310616950482732e-05,0.040101828038935666,0.05184867904750694,0.05923408214352247,3.031952514235706e-06,4.625609094911484e-06,1.550973513464821e-06,1.3618738708220608e-06,0.7565282966880961,0.8915402003161798,0.8458637101162257,0.8568056831599818,0.00438772466197737,3.88e-06,1.073750348446757e-06,3.500207951762144e-06,5.255663723483289e-06,9.691620598054544e-10,1.6692524405749432
Moderate_C6_P2_01,C6,Moderate,23.81,0.000267206736666035,2.0754509733083276e-05,0.04323109862642495,0.048193942662979564,0.04909323260052215,8.837469509140046e-07,1.388159926898406e-06,2.394177429453258e-06,1.983741646624532e-06,0.8006123798757355,0.8492437923809214,0.9009330812993065,0.7533597491865487,0.00452762325317789,4.2e-06,5.826159845826474e-07,2.6243883597689742e-06,2.550381111965666e-06,6.374130793227755e-10,1.204726636518761
Moderate_C6_P2_02,C6,Moderate,23.81,0.0002698067740256882,2.2322108783406285e-05,0.04933039290520021,0.04998167912329222,0.0495286257829004,1.0981330266378097e-06,1.5250535829116423e-06,2.418925912453031e-06,1.9572731229858917e-06,0.741413010120061,0.8376606805679571,0.8829785986951615,0.7753046455189458,0.00447754022530181,4.26e-06,4.939327748886194e-07,2.613799479640775e-06,2.681516447738062e-06,7.0438262488656e-10,1.460914767930974
Moderate_C6_P2_03,C6,Moderate,23.81,0.00026717497503173364,2.290503713497011e-05,0.04156535241965463,0.04807199521364755,0.04933507527642454,9.951149874583552e-07,1.262823311047974e-06,2.4928950194530107e-06,1.9615267013226848e-06,0.6179839835619098,0.7681992903175427,0.8703116061513827,0.7640561010723019,0.00451193057111005,4.18e-06,6.028858368353639e-07,2.618504737712349e-06,2.684710567427123e-06,7.043532793010301e-10,1.4268814265065157
Moderate_C6_P2_04,C6,Moderate,23.81,0.0002661549964227564,2.188812238364495e-05,0.05922852952632032,0.04840039623686578,0.048209651792958906,8.544689201874391e-07,1.2542679770468909e-06,2.411926822200979e-06,1.9748864189643377e-06,0.5349488574946198,0.7489797174537581,0.8618119376828266,0.7765267163733407,0.00446151365638147,4.18e-06,5.202016649797891e-07,2.687286069802512e-06,2.745683041363939e-06,7.266690092512307e-10,1.378507973773446
Moderate_C6_P2_05,C6,Moderate,23.81,0.0002663253149917551,2.2378933831597344e-05,0.046876714074162176,0.04708510286469897,0.0475126603939689,9.445082770545067e-07,1.1256521199030889e-06,2.4704106952698414e-06,2.033548081025351e-06,0.7723082053500377,0.7978686981402742,0.8735553316889949,0.7748568715501444,0.00443547048188591,4.2e-06,5.556518034802624e-07,2.3008952092171836e-06,2.4151872656431268e-06,6.429268547839662e-10,1.415040553866213
Moderate_C6_P2_06,C6,Moderate,23.81,0.0002658444707712821,2.1019803552746098e-05,0.04516346420544936,0.04611480230773324,0.05098321876775691,8.755536670916668e-07,1.2150319717557218e-06,2.3137805520802567e-06,2.0765855471681754e-06,0.6937242374808748,0.8138905163612052,0.8970374938558989,0.7650053820588457,0.00446051199582394,4.18e-06,4.7033037430107557e-07,2.4554298763374416e-06,2.2226103895620995e-06,6.190115344669012e-10,1.2211841670218728
Moderate_C6_P2_07,C6,Moderate,23.81,0.0002681861691036781,2.297574706099302e-05,0.04818768916552055,0.05092843114631213,0.05009804101098823,8.94898250801899e-07,1.3268919507241867e-06,2.4831668268317723e-06,1.9237461345895952e-06,0.7671846634212157,0.8722767500827093,0.8885016573742961,0.7793030677289932,0.00454632091691829,4.18e-06,6.175638994251252e-07,2.5540416007953357e-06,2.644336298230093e-06,7.107382569105247e-10,1.4323816435404044
Moderate_C6_P2_08,C6,Moderate,23.81,0.00027165731664475915,2.0925332764987183e-05,0.05344426151650416,0.04724960710662015,0.0515201463239299,7.69234794130924e-07,1.378570541187478e-06,2.458123493321033e-06,1.9350132611315445e-06,0.6988698727380647,0.7787031469690627,0.9265319859956347,0.7960472882133898,0.00451693887389766,4.26e-06,7.596897676900065e-07,5.262460353785196e-06,2.626018319924521e-06,6.87266100370186e-10,1.3560859729469155
Moderate_C6_P2_09,C6,Moderate,23.81,0.00026963759677275717,2.4434619341708402e-05,0.04463953778899315,0.04528963222150128,0.04653272203848862,1.0369770997050925e-06,1.360025405705324e-06,2.5065355966881275e-06,1.8920909769721896e-06,0.734370863843981,0.831306088627624,0.8302159421473121,0.7918425706952583,0.0045700268834463,4.18e-06,6.181451823278965e-07,2.422234613083629e-06,2.4019550505604015e-06,6.649567307528797e-10,1.3880773038731298
Moderate_C6_P2_10,C6,Moderate,23.81,0.0002678175233200377,2.1562892953528836e-05,0.049278307020208426,0.051192349107570125,0.049152969879074755,9.346967135153166e-07,1.210778620155219e-06,2.429894729246611e-06,2.005588987654152e-06,0.8011721458473045,0.8402008252030508,0.8820924453696537,0.7826734163325693,0.00452294883724279,4.18e-06,5.162942491779864e-07,2.505111193268907e-06,2.3959733990799504e-06,6.389956992425879e-10,1.350713889969962
Moderate_C6_P3_01,C6,Moderate,23.81,0.00026868348423338763,2.1394435878704643e-05,0.052704396530217135,0.05172525085055255,0.040391579046116975,1.3558576931824189e-06,1.2399148181541195e-06,1.1457090388645626e-06,2.8669272561820877e-06,0.6513702964858258,0.9641849174599562,0.6616683954995711,0.8092217904118305,0.00456301525954365,3.54e-06,6.258081116565322e-07,1.6254037925395116e-06,1.716818275425751e-06,6.164792891677198e-10,1.020898851599799
Moderate_C6_P3_02,C6,Moderate,23.81,0.0002661238134269096,2.04920610410913e-05,0.04976786364310999,0.05210674026265065,0.039984476897897574,1.5483652992736989e-06,1.0560652378278239e-06,1.1338432523654158e-06,2.799474767936472e-06,0.8012406880384183,0.8784115508413284,0.6450870167667749,0.8176298903992195,0.00446919305398912,3.56e-06,5.921599398782822e-07,1.6037826704239135e-06,1.7283628559905617e-06,5.644939851424926e-10,1.050312649054039
Moderate_C6_P3_03,C6,Moderate,23.81,0.0002670329116705322,2.1310575961235147e-05,0.0505277830557343,0.05380233870177119,0.04021017918551613,1.399826900626147e-06,1.1402377518484839e-06,1.2631111676499487e-06,2.8482842429490836e-06,0.612021199851258,0.9095911741157483,0.6199080180598281,0.82040189445434,0.00453062823485045,3.54e-06,6.342639488017778e-07,1.6296620085611946e-06,1.8138613278600113e-06,6.04311535446484e-10,1.134161838582085
Moderate_C6_P3_04,C6,Moderate,23.81,0.00026911901928429634,2.232792349037851e-05,0.046630357995868024,0.04916656382898808,0.04450403433398105,1.5608563417808497e-06,1.3990275903030406e-06,1.306186826377927e-06,2.7988406995771163e-06,0.6170385054142656,0.9352568817894658,0.7273510219764375,0.8067907931528504,0.00457737239420145,3.54e-06,5.525929011160969e-07,1.4811397859276932e-06,1.92486523145647e-06,6.007987704825195e-10,1.083894577190633
Moderate_C6_P3_05,C6,Moderate,23.81,0.00027340243338094003,2.252749867962821e-05,0.054543861003712675,0.05255375026924474,0.04421376156608762,1.6340162825209574e-06,1.3507934307181829e-06,1.1895942921910695e-06,2.918471663385166e-06,0.689764439505778,0.932808376714542,0.6036322842942498,0.8005074060792043,0.00465550191768814,3.54e-06,6.223929192886714e-07,6.738759983544227e-06,1.7965876084396258e-06,6.339745396082338e-10,1.0619268919239049
Moderate_C6_P3_06,C6,Moderate,23.81,0.00027494547516637084,2.1624491230480523e-05,0.05414083940964161,0.0540486695063856,0.04090295944539578,1.3423700496075695e-06,1.2359508247815112e-06,1.2602713444777501e-06,2.9571608561478574e-06,0.7851700707323062,0.9338478976839825,0.6896662093166359,0.8301180609450626,0.00468755505552882,3.54e-06,5.291649793729521e-07,1.6018747358738574e-06,1.8760257967854853e-06,5.895391326989431e-10,1.095609431747467
Moderate_C6_P3_07,C6,Moderate,23.81,0.00027099740673628157,2.1088037156308495e-05,0.05001445551867143,0.05575256512747752,0.04408356666058617,1.7417937914308942e-06,1.0336728814198665e-06,1.1897218854776579e-06,2.8422259085158173e-06,0.8377720745097649,0.8391319278291363,0.6753801987177748,0.8070618780799013,0.00463747202765274,3.54e-06,6.318018881422813e-07,1.6841921803942277e-06,1.7134402693682925e-06,5.59889642976033e-10,1.1867557181116573
Moderate_C6_P3_08,C6,Moderate,23.81,0.0002710933502929287,2.209140344814607e-05,0.052667594286414626,0.0520858835629448,0.03442744443685205,1.6217309202737032e-06,1.0422946085109515e-06,1.1772484330758352e-06,2.902805176718157e-06,0.7573444575620099,0.8671878022344222,0.6642246223980685,0.8233528886078232,0.00463446704598018,3.54e-06,6.322803942351708e-07,1.6680599289380823e-06,1.68061194203671e-06,5.747700131560587e-10,1.2297379335602712
Moderate_C6_P3_09,C6,Moderate,23.81,0.00026987969984097174,2.1966551305441968e-05,0.051154512795570296,0.05207508968752985,0.03983683267090252,1.4417177947030887e-06,1.246647047366832e-06,1.180512256007976e-06,2.9098772494916516e-06,0.657898904549673,0.9327101071175377,0.6649333301828294,0.8424629314788343,0.00460208002128699,3.46e-06,4.925011885297577e-07,6.578742655459731e-06,1.9209826087373434e-06,6.095063724075773e-10,1.068401909661177
Moderate_C6_P3_10,C6,Moderate,23.81,0.00027045582357532904,2.0815514818304665e-05,0.046813811347224406,0.05274948167589543,0.042567241282083466,1.177325499287337e-06,1.0460228004635423e-06,1.147254115947097e-06,2.7224609180452664e-06,0.5640689631002543,0.8441759909680083,0.6731884049623851,0.7843269933660786,0.00460675443722209,3.62e-06,5.834788618904987e-07,6.727997762770407e-06,1.7578459142420511e-06,5.807530845440688e-10,1.1663446090453653
Moderate_C6_P4_01,C6,Moderate,23.81,0.00027096711822719474,2.465180262688584e-05,0.045391052082255974,0.055436698789917395,0.05757425359105294,1.427036023591407e-06,1.328272323201273e-06,1.858594412650018e-06,1.9939641757482812e-06,0.7637938671055515,0.8835547525428736,0.7760372112933841,0.842422958271687,0.00458505179180912,3.7e-06,6.606040466890801e-07,2.488315108597469e-06,2.3332260822855724e-06,6.404766273411706e-10,1.8965497356552878
Moderate_C6_P4_05,C6,Moderate,23.81,0.0002682369778647136,2.4442925257787455e-05,0.048176117711932226,0.05226905170823192,0.05935142985907921,1.5010823525732046e-06,1.2112316148249136e-06,1.8455626650309372e-06,2.0143222982753583e-06,0.854676194971923,0.8172681744146564,0.7815284052650718,0.8472819019661313,0.00456602024121621,3.7e-06,5.565699259082107e-07,2.433941342342065e-06,2.0134098042313663e-06,5.844282629050274e-10,1.5349932143031224
Moderate_C6_P4_10,C6,Moderate,23.81,0.00027144200553303496,2.4871224194801876e-05,0.04974716031176149,0.056238741168562124,0.05791803502114938,1.3007691546705623e-06,1.31845631907293e-06,1.856764587795666e-06,1.882484964728775e-06,0.8332237861625571,0.865257200281087,0.7622553469124145,0.8681846279122086,0.00463146206430762,3.7e-06,8.944527161468946e-07,2.551078504214716e-06,2.2228250262384818e-06,6.720951601786545e-10,1.2741627210898592
Moderate_C6_P5_01,C6,Moderate,23.81,0.0002712694415761813,2.3986664757590696e-05,0.04406961478566035,0.04128723323615933,0.04450823090769401,1.3088358654252292e-06,1.4009129220788648e-06,1.3499580137075866e-06,2.8097025281588736e-06,0.4864099001164205,0.7872491261346641,0.7634746615926317,0.7935353209053382,0.00461409994797725,3.38e-06,5.131749821721316e-07,4.1554973524295075e-06,2.563933573192311e-06,7.39595088628241e-10,1.2160326972244029
Moderate_C6_P5_02,C6,Moderate,23.81,0.00027370574505361717,2.30789674416432e-05,0.04627270686687566,0.04542690267664853,0.044235243415857495,1.5510003166067578e-06,1.4131359053692246e-06,1.3989131928184446e-06,2.921084544740908e-06,0.679231917228304,0.8707366555271375,0.7535670490955794,0.7948048816685733,0.00464982584119551,3.34e-06,4.4612613258604323e-07,1.555166857858276e-06,2.159791662849909e-06,6.702677192936374e-10,1.130772750503344
Moderate_C6_P5_03,C6,Moderate,23.81,0.0002705933326339292,2.2025591820958712e-05,0.04977496746120612,0.04333417336765584,0.04561996879780206,1.3399452079087504e-06,1.4459972989749268e-06,1.2449102845926664e-06,2.6295384862818807e-06,0.653973700083301,0.8286732849531955,0.7561138453702543,0.7913780155448356,0.004602747794992,3.38e-06,4.986135610843748e-07,5.957070249070916e-06,2.384692051570887e-06,6.990256471653829e-10,1.3974587820060036
Moderate_C6_P5_04,C6,Moderate,23.81,0.0002721288475044752,2.2048636432778294e-05,0.043778981897068414,0.051588343756635575,0.03762954295737769,1.5402024216301583e-06,1.381057304889818e-06,1.3202899235785856e-06,2.6667289381043116e-06,0.604531024264804,0.9337900654550068,0.6858300087325224,0.7880473689331788,0.00464114478303033,3.34e-06,3.9517933587685374e-07,1.4331998354644972e-06,2.3237938070463253e-06,6.995588562630953e-10,1.173943663341821
Moderate_C6_P5_05,C6,Moderate,23.81,0.0002687494929784791,2.0970269328978157e-05,0.050434702287493305,0.04627347872855227,0.04429972315204574,1.3872504005432894e-06,1.4678853799312921e-06,1.3498123553513306e-06,2.730612896001346e-06,0.6211975277559544,0.8680987917557239,0.7527961288693378,0.8208815415861067,0.00457069465715131,3.38e-06,4.379172347438577e-07,5.921566395956959e-06,2.3836385285058527e-06,7.190287481202943e-10,1.531573011162537
Moderate_C6_P5_09,C6,Moderate,23.81,0.00027484815596977085,2.1580059225854266e-05,0.04379147229180797,0.044657742515268696,0.03595945483697248,1.573395879259408e-06,1.3070329261510943e-06,1.314305249022005e-06,2.6947714352411785e-06,0.7127518200930425,0.7962085005330433,0.6819498783696187,0.8070702184282359,0.00465917467306572,3.38e-06,4.3400956456427976e-07,5.859139221841747e-06,2.4445925757588802e-06,7.086857606430664e-10,1.4912690943954343
Moderate_C6_P5_10,C6,Moderate,23.81,0.00027254307788617893,2.4367233368526698e-05,0.040299938640814485,0.04539479393327337,0.036702595214163865,1.2520453371877259e-06,1.4543066770409595e-06,1.3130139833906397e-06,2.978947511618353e-06,0.5781177882461647,0.8389515171196008,0.7049878978710469,0.8109445435162222,0.00465116138860554,3.42e-06,5.404081420701534e-07,2.870119486569034e-06,2.4946541515478146e-06,7.027954900934697e-10,1.1462502122800506
Moderate_C7_P1_05,C7,Moderate,64.0,0.0002633109001750466,1.9249328382971814e-05,0.052820057126684285,0.06222288195088799,0.05911512070020921,1.6397779403445925e-06,8.595428004169689e-07,1.1457196293086265e-06,2.0656035572002295e-06,0.87038936715546,0.8386115253732471,0.7510665009435386,0.7684769559965121,0.00393230299515759,3.7e-06,4.448303754894221e-07,2.0568312060088213e-06,2.9620960804811848e-06,8.231684569067127e-10,1.2267628608415904
Moderate_C7_P1_10,C7,Moderate,64.0,0.0002649213160373573,2.02815220970863e-05,0.05566491052965568,0.0624355873088504,0.05984116380786464,1.3378520377089377e-06,9.579232483514389e-07,1.0742989351956323e-06,2.095992046977941e-06,0.9683273200927747,0.7792489184131656,0.7136771244205601,0.7553808019694581,0.00402879629553215,3.7e-06,7.506956831253282e-07,2.0242260337905273e-06,2.48748785824308e-06,7.21478982256639e-10,1.162631667457344
Moderate_C7_P2_05,C7,Moderate,64.0,0.00026258496159317136,1.868306809231116e-05,0.06424322203958181,0.057791148286993214,0.06229573100784098,1.1513949343628597e-06,1.0517512689408832e-06,1.1128849950741178e-06,2.0598098951716798e-06,0.6580179592978297,0.7738551876176429,0.7259219230870444,0.6984323053163812,0.00399407206287141,3.66e-06,5.076828311160841e-07,4.571522549233852e-07,2.5268653853708916e-06,7.51438397204023e-10,1.4079415588069115
Moderate_C7_P2_10,C7,Moderate,64.0,0.0002626364988579802,2.331045732930912e-05,0.05653996693723803,0.058488539218336216,0.056457322263139015,1.4353000348754951e-06,1.058380704812563e-06,1.2111043999296175e-06,2.015277395559833e-06,0.6017382873038943,0.8387655818715871,0.860670780674152,0.7234487890710507,0.00395333786686554,3.64e-06,5.907728976192926e-07,4.564093598001295e-07,2.636482032067279e-06,8.268099136012189e-10,1.7379140180415595
Moderate_C7_P3_05,C7,Moderate,64.0,0.00026452302503632687,2.4420297376388264e-05,0.04590713900841863,0.051173698217939656,0.045850577312124136,1.5885008937024252e-06,1.4068986049174439e-06,2.03838660536416e-06,3.3041849162860223e-06,0.6807468077896348,0.9737777808093976,0.7505118500949132,0.8598592162976485,0.00403680957999233,3.48e-06,6.080385378077932e-07,3.918194393924623e-06,3.3789248983038704e-06,8.856371173921384e-10,1.184953094638661
Moderate_C7_P3_10,C7,Moderate,64.0,0.00026676433469961325,2.4220964813272608e-05,0.046519919743968546,0.05129842358603895,0.0491579982604058,1.3611276306977868e-06,1.5691924115152964e-06,1.929965957061299e-06,3.242180957656425e-06,0.6259617933088057,0.9753234334737798,0.7836100487495863,0.8424771585191885,0.00407453879432564,3.54e-06,4.842464435646525e-07,3.830200760846043e-06,3.4045066702883855e-06,8.529513279354355e-10,1.09034831183249
Moderate_C7_P4_05,C7,Moderate,64.0,0.0002660166866989592,2.0085815116311435e-05,0.043857547941477594,0.05642980838124756,0.057762523990908095,1.6475795234029031e-06,9.850337659471729e-07,1.5476434440764098e-06,1.6162082792100692e-06,0.7881628188818632,0.7798014412060719,0.9453635193129417,0.7264770075084825,0.00410492249790379,3.78e-06,7.079492034599938e-07,5.316072104153212e-07,1.9410586813078637e-06,6.126550755564049e-10,1.1234078417293991
Moderate_C7_P4_10,C7,Moderate,64.0,0.0002659091509872693,1.486879187489509e-05,0.039271273586456774,0.05615534451696316,0.05895423791718963,1.3896194189896383e-06,9.959045183433026e-07,1.5959419552338405e-06,1.4051941766343114e-06,0.7312214466836471,0.7352815644955137,0.9353204684849846,0.7797222615114529,0.00408989758954097,3.7e-06,4.246988286821757e-07,6.048977697214287e-07,1.862781089951603e-06,6.21661668561189e-10,1.0084611364307166
Moderate_C7_P5_05,C7,Moderate,64.0,0.0002649372611248068,1.8632475603454695e-05,0.0579993209538092,0.06088077847786436,0.04964639172928493,1.7004639650217288e-06,7.856192543826571e-07,1.731100467239311e-06,2.517251828383676e-06,0.8890639897348701,0.8093197993466049,0.9372749897618785,0.9018343020332578,0.00403213516405723,3.32e-06,6.303526208326978e-07,5.310352043344403e-07,2.75634885173986e-06,8.118053537282421e-10,1.109545975095436
Moderate_C7_P5_10,C7,Moderate,64.0,0.00026554602125984596,2.180677343581984e-05,0.055970902015917604,0.05848939198848339,0.05005037370949663,1.497948848299426e-06,8.294436840909335e-07,1.674414414719729e-06,2.4376590696301252e-06,0.6747766573173828,0.862756005870601,0.9174356994380453,0.9180507459303253,0.00408956370268847,3.34e-06,4.2028025664956625e-07,4.2906542407603157e-07,2.4178249525391943e-06,7.437491621884312e-10,1.0651612869402016
Moderate_C7_P6_05,C7,Moderate,64.0,0.00026122223215480534,1.7422555020447628e-05,0.051106855204142695,0.058068520139244635,0.056844940458072736,1.6197867102789637e-06,1.1323099648982203e-06,1.1506271660647761e-06,1.4166501579237337e-06,0.9130659196811177,0.8401100604941103,0.724883883695783,0.682097473010582,0.00417637428434033,3.82e-06,6.466020848883786e-07,4.6250379487693513e-07,1.8322846107901137e-06,6.473657972458977e-10,1.4288236899858935
Moderate_C7_P6_10,C7,Moderate,64.0,0.00025989927358455005,1.7363154443655767e-05,0.05125295454303366,0.05540638163547489,0.059486330999467416,1.2998893243404074e-06,1.1818527473762665e-06,1.1239225326550643e-06,1.2145654026900054e-06,0.9089060205604921,0.9160487115516832,0.8127083793489186,0.5994231098333471,0.00406919660468553,3.74e-06,7.428386305216533e-07,4.762857614588533e-07,1.8698373627840398e-06,6.955826167259522e-10,1.0368972946199642
Moderate_C15_P1_03,C15,Moderate,10.14,0.0003092812332883202,0.000148176443106154,0.05032227797083146,0.055526179113642986,0.05352055832846351,4.6185195132793725e-06,2.445054642469514e-06,1.8829304786002827e-06,1.5670120341959456e-06,0.5064642657691334,0.9439141966429704,0.9699320541148333,0.9657379681778313,0.00543312439717737,1.026e-05,3.1819443971498884e-06,1.0314761384350614e-06,2.527817130239613e-05,2.8011107410782866e-09,7.180292159807332
Moderate_C15_P1_05,C15,Moderate,10.14,0.00030982686691511014,0.0001389127288015839,0.050376859081861756,0.057817219784933836,0.0542019788831811,4.479244528427923e-06,2.3900209255968376e-06,2.0186893277873715e-06,1.5963191120368893e-06,0.47259240078813913,0.8948427289791612,0.9667359996917617,0.9869998599209417,0.00544614598442516,1.008e-05,3.984424029591155e-06,1.4321325192852309e-06,2.306805805021787e-05,2.683778441968671e-09,6.3986057144611515
Moderate_C15_P1_10,C15,Moderate,10.14,0.0003083906207225005,0.00014143087510152578,0.050444502024549975,0.05892956364541398,0.05490507656063977,4.378886105507189e-06,2.398265590929262e-06,1.8202154439262862e-06,1.7900907446828397e-06,0.5251214048332927,0.8669042416625979,0.9939475791369509,0.9877950400133995,0.00541910114937208,9.76e-06,4.286878321939099e-06,1.2912698068514635e-06,2.290170248669827e-05,2.7002869764579144e-09,6.5704496793199985
Moderate_C15_P1_09,C15,Moderate,10.14,0.00030880965735942433,0.00013763721483730102,0.05050437057805534,0.05889355757029909,0.054580179335406355,4.517552775944679e-06,2.336923241839078e-06,1.775160360143475e-06,1.7358077345114616e-06,0.4706953415932748,0.8773873418521834,0.9774299081956922,0.9490428967904396,0.00544013602108003,1.026e-05,3.935624822106668e-06,1.3342224121319528e-06,2.2579332591484452e-05,2.6698996472109872e-09,6.414927920050814
Moderate_C15_P2_01,C15,Moderate,10.14,0.000296667614611395,2.7868792192784473e-05,0.05338189100076865,0.05344085299358724,0.049521443271254684,2.864458047637597e-06,1.945733266518161e-06,1.6678180474320258e-06,1.4843884203267794e-06,0.8729584692006899,0.9645209960793514,0.9431138125231674,0.9815262831113777,0.00545649647685288,8.14e-06,3.838329348195291e-06,1.4706951925367594e-06,2.6127808495503085e-06,8.516762826590254e-10,2.534207720002661
Moderate_C15_P2_03,C15,Moderate,10.14,0.0002966695625208561,2.915168595154597e-05,0.05324892527077376,0.056336586473928106,0.053355596804928594,2.727192569371786e-06,1.9334361264581914e-06,1.6453000428654255e-06,1.411406962061851e-06,0.8824943898843232,0.9579939981465089,0.9810726642533871,0.9649396217227005,0.00543011941550481,7.46e-06,3.827576737007728e-06,2.1862897068907672e-06,2.6523292243124926e-06,8.867258829681945e-10,2.3374215571345043
Moderate_C15_P2_06,C15,Moderate,10.14,0.0002976123912903366,2.973421607549123e-05,0.052475387492894994,0.055459451046265366,0.047109754146426625,2.6769092468047986e-06,1.7825683243599165e-06,1.70934604453273e-06,1.3830914785028838e-06,0.8451806279146634,0.9774883812192617,0.9005888555699536,0.9260717063472977,0.00551258946807409,7.3e-06,1.2818866543158836e-06,2.393050511399446e-06,2.77711564623468e-06,8.691243029111225e-10,3.290552662428528
Moderate_C15_P2_10,C15,Moderate,10.14,0.00029707744721350345,2.854184423433853e-05,0.052506373600864825,0.0549940231628016,0.05061120780494788,2.788523278416456e-06,2.0303721589279675e-06,1.6568544995224842e-06,1.3851756400132737e-06,0.8791341083305949,0.9802596357747363,0.9192670188838202,0.9635835115988061,0.00548521074616849,7.5e-06,4.231526899312432e-06,2.3084839686798755e-06,2.5544316160137744e-06,8.714069066069671e-10,2.774975623557488
Moderate_C15_P3_01,C15,Moderate,10.14,0.00030958587476334544,0.00010768914379109736,0.061543918700273835,0.05216481257337211,0.05429080811131229,4.588401863520119e-06,2.831608115195054e-06,2.0133230464634937e-06,1.4779690857517672e-06,0.8609203506473073,0.9468727144233279,0.9846438702484376,0.9742956285467613,0.00545916757167293,7.62e-06,2.2356722786817667e-06,4.029060290041392e-06,2.122346497288557e-05,2.487998637105935e-09,2.8552183360640084
Moderate_C15_P3_05,C15,Moderate,10.14,0.0003076521144138857,0.00010023860593571522,0.06163150345748048,0.049277411008173,0.05528745963031019,4.281627430288358e-06,2.921602587731005e-06,1.8934686905157125e-06,1.7560459661842749e-06,0.8660081848755208,0.9175730674817875,0.9590382792466664,0.9772188835852813,0.00543212273661985,7.62e-06,3.969820363834595e-06,4.193641812381265e-06,1.766761964753984e-05,2.34195579420955e-09,2.9876563030363616
Moderate_C15_P3_10,C15,Moderate,10.14,0.00030298136293914815,0.00010564067349989126,0.060513167874066714,0.05160119220431802,0.0547607077403524,4.148382381072009e-06,2.6435372811500563e-06,1.98576670450329e-06,1.6264087169745352e-06,0.8937597815210819,0.9370145912131849,0.9276347990399169,0.9682238196458955,0.00530624739322464,7.62e-06,1.8537654567625668e-06,3.991148128422432e-06,1.8522973938711326e-05,2.374045294051171e-09,3.1134423204063224
Moderate_C15_P3_12,C15,Moderate,10.14,0.00030788536352776717,0.0001027611911416673,0.06116892225289593,0.05073220702910766,0.05416585546735391,4.191927698618321e-06,2.802851718044367e-06,1.84994517223381e-06,1.6920009253456984e-06,0.879891022477438,0.9254965752836801,0.9144631055340245,0.9251479763549579,0.0054384665868175,7.52e-06,2.219199288573918e-06,4.131909696756517e-06,1.8715551729654808e-05,2.370496423278471e-09,2.993153015701952
Moderate_C15_P4_01,C15,Moderate,10.14,0.0003046516630443929,0.00012545362717766398,0.049179112322545925,0.05718399437346025,0.054135538020418504,3.340172603992477e-06,1.6950964763667481e-06,1.6650620728959423e-06,1.1536389094535307e-06,0.8459498754647047,0.960135061235278,0.9552537718756494,0.9805416415319601,0.00537769917966117,9.58e-06,3.067233168470315e-06,1.7858029967506094e-06,2.1027618238244297e-05,2.539059135298146e-09,6.179017666666671
Moderate_C15_P4_03,C15,Moderate,10.14,0.00030452750232378984,0.00011790644182434625,0.05148406448857434,0.05417414036758827,0.054561982267803476,3.6845620789613004e-06,1.6564637678040758e-06,1.4817005627943427e-06,1.1933825739853666e-06,0.9074569300492751,0.9286365189489424,0.9737774120791297,0.9550678759095752,0.00538070416133374,9.78e-06,3.88188053952435e-06,1.973967473990572e-06,1.9056881303485524e-05,2.4453410698072526e-09,6.118086093374555
Moderate_C15_P4_09,C15,Moderate,10.14,0.00030379252676715176,0.00012317405304049255,0.05280458336246996,0.05744057993317843,0.053109015578227114,3.7295184231732056e-06,1.4130603002120795e-06,1.6348043411643339e-06,1.2262026476582464e-06,0.9458791983503331,0.9196613211966672,0.9804117126665245,0.9796763702950418,0.00540708122268181,9.3e-06,2.2476969887807985e-06,1.7851250751222689e-06,1.9455120058464997e-05,2.4986172977994197e-09,5.252803084079786
Moderate_C15_P4_12,C15,Moderate,10.14,0.0003018807350228723,0.00012384556865642463,0.05284416847475627,0.05778572509070816,0.05491979920247994,3.4207560563940615e-06,1.7131631927948014e-06,1.5375669693530245e-06,1.4049072212021958e-06,0.8878138207903749,0.9191712464234968,0.963701014637857,0.9753390277423413,0.00537769917966118,9.26e-06,2.960765436756149e-06,2.164914423545312e-06,1.9600210611972627e-05,2.50397424655463e-09,5.520566898852444
Moderate_C15_P5_01,C15,Moderate,10.14,0.00030943794647293136,7.746717177019863e-05,0.055657684072079085,0.04399644759736246,0.05608384327218672,7.587393377334623e-06,4.2058948668694095e-06,2.062989051274161e-06,1.720531732029629e-06,0.87024122383936,0.6643675045307245,0.9289494494732965,0.9922060407187984,0.00550123731508883,8.02e-06,1.4499409241477658e-06,3.3797488227756894e-06,1.6607808346068974e-05,1.909583882378045e-09,1.560855778871479
Moderate_C15_P5_05,C15,Moderate,10.14,0.0003031843976202712,7.659798141289543e-05,0.055988980046496085,0.04380639399915169,0.059041798424197746,7.5872785316502624e-06,4.083707897097428e-06,1.9675325579442986e-06,1.5912258876451821e-06,0.8894221571411592,0.6718628025083376,0.8952596356508012,0.9765693713419672,0.00535299155257565,8.18e-06,1.4203292353628198e-06,3.4188985403929053e-06,1.6046897272958958e-05,1.896206310033612e-09,1.468767261584515
